orig,recon,sim_sbert,sim_w2v,sim_fasttext,sim_glove,sim_custom
orig_text1,A_r1,0.9551653861999512,0.9685013890266418,0.991058349609375,0.996619462966919,0.9404689073562622
orig_text2,A_r2,0.909416139125824,0.9639269113540649,0.9865648746490479,0.9949365854263306,0.9539297819137573
orig_text1,B_r1,0.9464226961135864,0.972284197807312,0.9799154996871948,0.9968956708908081,0.9804058074951172
orig_text2,B_r2,0.9353756904602051,0.9865474104881287,0.9950743913650513,0.9981726408004761,0.988091230392456
orig_text1,C_r1,0.9578958749771118,0.9801369905471802,0.9898777008056641,0.9981393814086914,0.9848912358283997
orig_text2,C_r2,0.9743707180023193,0.9949347972869873,0.998002290725708,0.9992904663085938,0.9936044216156006
